in s,M1 in V
-5.62800E-02,-7.064514E+00
-5.62752E-02,-7.051697E+00
-5.62704E-02,-7.039948E+00
-5.62656E-02,-7.022858E+00
-5.62608E-02,-7.014313E+00
-5.62560E-02,-7.002563E+00
-5.62512E-02,-6.996155E+00
-5.62464E-02,-6.984406E+00
-5.62416E-02,-6.967316E+00
-5.62368E-02,-6.956635E+00
-5.62320E-02,-6.945953E+00
-5.62272E-02,-6.926727E+00
-5.62224E-02,-6.921387E+00
-5.62176E-02,-6.913910E+00
-5.62128E-02,-6.908569E+00
-5.62080E-02,-6.890411E+00
-5.62032E-02,-6.875458E+00
-5.61984E-02,-6.862640E+00
-5.61936E-02,-6.840210E+00
-5.61888E-02,-6.837006E+00
-5.61840E-02,-6.822052E+00
-5.61792E-02,-6.810303E+00
-5.61744E-02,-6.801758E+00
-5.61696E-02,-6.783600E+00
-5.61648E-02,-6.766510E+00
-5.61600E-02,-6.745148E+00
-5.61552E-02,-6.732330E+00
-5.61504E-02,-6.712036E+00
-5.61456E-02,-6.699219E+00
-5.61408E-02,-6.687469E+00
-5.61360E-02,-6.672516E+00
-5.61312E-02,-6.660767E+00
-5.61264E-02,-6.641541E+00
-5.61216E-02,-6.618042E+00
-5.61168E-02,-6.603088E+00
-5.61120E-02,-6.597748E+00
-5.61072E-02,-6.583862E+00
-5.61024E-02,-6.568909E+00
-5.60976E-02,-6.557159E+00
-5.60928E-02,-6.543274E+00
-5.60880E-02,-6.526184E+00
-5.60832E-02,-6.513367E+00
-5.60784E-02,-6.492004E+00
-5.60736E-02,-6.482391E+00
-5.60688E-02,-6.465302E+00
-5.60640E-02,-6.455688E+00
-5.60592E-02,-6.439667E+00
-5.60544E-02,-6.433258E+00
-5.60496E-02,-6.415100E+00
-5.60448E-02,-6.400146E+00
-5.60400E-02,-6.383057E+00
-5.60352E-02,-6.365967E+00
-5.60304E-02,-6.349945E+00
-5.60256E-02,-6.328583E+00
-5.60208E-02,-6.313629E+00
-5.60160E-02,-6.305084E+00
-5.60112E-02,-6.290131E+00
-5.60064E-02,-6.271973E+00
-5.60016E-02,-6.262360E+00
-5.59968E-02,-6.240997E+00
-5.59920E-02,-6.226044E+00
-5.59872E-02,-6.224976E+00
-5.59824E-02,-6.206818E+00
-5.59776E-02,-6.191864E+00
-5.59728E-02,-6.180115E+00
-5.59680E-02,-6.176910E+00
-5.59632E-02,-6.159821E+00
-5.59584E-02,-6.158752E+00
-5.59536E-02,-6.148071E+00
-5.59488E-02,-6.145935E+00
-5.59440E-02,-6.139526E+00
-5.59392E-02,-6.130981E+00
-5.59344E-02,-6.114960E+00
-5.59296E-02,-6.106415E+00
-5.59248E-02,-6.109619E+00
-5.59200E-02,-6.096802E+00
-5.59152E-02,-6.089325E+00
-5.59104E-02,-6.077576E+00
-5.59056E-02,-6.061554E+00
-5.59008E-02,-6.056213E+00
-5.58960E-02,-6.035919E+00
-5.58912E-02,-6.013489E+00
-5.58864E-02,-6.001740E+00
-5.58816E-02,-5.983582E+00
-5.58768E-02,-5.969696E+00
-5.58720E-02,-5.948334E+00
-5.58672E-02,-5.939789E+00
-5.58624E-02,-5.917358E+00
-5.58576E-02,-5.897064E+00
-5.58528E-02,-5.883179E+00
-5.58480E-02,-5.863953E+00
-5.58432E-02,-5.848999E+00
-5.58384E-02,-5.819092E+00
-5.58336E-02,-5.798798E+00
-5.58288E-02,-5.778503E+00
-5.58240E-02,-5.758209E+00
-5.58192E-02,-5.740051E+00
-5.58144E-02,-5.713348E+00
-5.58096E-02,-5.694122E+00
-5.58048E-02,-5.680237E+00
-5.58000E-02,-5.665283E+00
-5.57952E-02,-5.644989E+00
-5.57904E-02,-5.631104E+00
-5.57856E-02,-5.620422E+00
-5.57808E-02,-5.608673E+00
-5.57760E-02,-5.588379E+00
-5.57712E-02,-5.576630E+00
-5.57664E-02,-5.562744E+00
-5.57616E-02,-5.549927E+00
-5.57568E-02,-5.533905E+00
-5.57520E-02,-5.517883E+00
-5.57472E-02,-5.502930E+00
-5.57424E-02,-5.491180E+00
-5.57376E-02,-5.467682E+00
-5.57328E-02,-5.452728E+00
-5.57280E-02,-5.437775E+00
-5.57232E-02,-5.414276E+00
-5.57184E-02,-5.398254E+00
-5.57136E-02,-5.379028E+00
-5.57088E-02,-5.358734E+00
-5.57040E-02,-5.344849E+00
-5.56992E-02,-5.323486E+00
-5.56944E-02,-5.297852E+00
-5.56896E-02,-5.275421E+00
-5.56848E-02,-5.254059E+00
-5.56800E-02,-5.222015E+00
-5.56752E-02,-5.202789E+00
-5.56704E-02,-5.173950E+00
-5.56656E-02,-5.154724E+00
-5.56608E-02,-5.141907E+00
-5.56560E-02,-5.113068E+00
-5.56512E-02,-5.105591E+00
-5.56464E-02,-5.086365E+00
-5.56416E-02,-5.067139E+00
-5.56368E-02,-5.035095E+00
-5.56320E-02,-5.027618E+00
-5.56272E-02,-4.998779E+00
-5.56224E-02,-4.979553E+00
-5.56176E-02,-4.961395E+00
-5.56128E-02,-4.938965E+00
-5.56080E-02,-4.917603E+00
-5.56032E-02,-4.891968E+00
-5.55984E-02,-4.865265E+00
-5.55936E-02,-4.844971E+00
-5.55888E-02,-4.824677E+00
-5.55840E-02,-4.800110E+00
-5.55792E-02,-4.781952E+00
-5.55744E-02,-4.756317E+00
-5.55696E-02,-4.733887E+00
-5.55648E-02,-4.710388E+00
-5.55600E-02,-4.694366E+00
-5.55552E-02,-4.664459E+00
-5.55504E-02,-4.644165E+00
-5.55456E-02,-4.629211E+00
-5.55408E-02,-4.614258E+00
-5.55360E-02,-4.589691E+00
-5.55312E-02,-4.569397E+00
-5.55264E-02,-4.551239E+00
-5.55216E-02,-4.526672E+00
-5.55168E-02,-4.502106E+00
-5.55120E-02,-4.482880E+00
-5.55072E-02,-4.462585E+00
-5.55024E-02,-4.439087E+00
-5.54976E-02,-4.415588E+00
-5.54928E-02,-4.378204E+00
-5.54880E-02,-4.360046E+00
-5.54832E-02,-4.345093E+00
-5.54784E-02,-4.313049E+00
-5.54736E-02,-4.278870E+00
-5.54688E-02,-4.260712E+00
-5.54640E-02,-4.227600E+00
-5.54592E-02,-4.210510E+00
-5.54544E-02,-4.206238E+00
-5.54496E-02,-4.182739E+00
-5.54448E-02,-4.158173E+00
-5.54400E-02,-4.138947E+00
-5.54352E-02,-4.115448E+00
-5.54304E-02,-4.091949E+00
-5.54256E-02,-4.062042E+00
-5.54208E-02,-4.046021E+00
-5.54160E-02,-4.015045E+00
-5.54112E-02,-4.004364E+00
-5.54064E-02,-3.976593E+00
-5.54016E-02,-3.947754E+00
-5.53968E-02,-3.919983E+00
-5.53920E-02,-3.896484E+00
-5.53872E-02,-3.872986E+00
-5.53824E-02,-3.856964E+00
-5.53776E-02,-3.840942E+00
-5.53728E-02,-3.820648E+00
-5.53680E-02,-3.792877E+00
-5.53632E-02,-3.771515E+00
-5.53584E-02,-3.745880E+00
-5.53536E-02,-3.724518E+00
-5.53488E-02,-3.710632E+00
-5.53440E-02,-3.679657E+00
-5.53392E-02,-3.661499E+00
-5.53344E-02,-3.638000E+00
-5.53296E-02,-3.609161E+00
-5.53248E-02,-3.582458E+00
-5.53200E-02,-3.561096E+00
-5.53152E-02,-3.534393E+00
-5.53104E-02,-3.518372E+00
-5.53056E-02,-3.490601E+00
-5.53008E-02,-3.471375E+00
-5.52960E-02,-3.455353E+00
-5.52912E-02,-3.422241E+00
-5.52864E-02,-3.406219E+00
-5.52816E-02,-3.386993E+00
-5.52768E-02,-3.358154E+00
-5.52720E-02,-3.335724E+00
-5.52672E-02,-3.315430E+00
-5.52624E-02,-3.289795E+00
-5.52576E-02,-3.280182E+00
-5.52528E-02,-3.252411E+00
-5.52480E-02,-3.229980E+00
-5.52432E-02,-3.217163E+00
-5.52384E-02,-3.193665E+00
-5.52336E-02,-3.173370E+00
-5.52288E-02,-3.156281E+00
-5.52240E-02,-3.137054E+00
-5.52192E-02,-3.112488E+00
-5.52144E-02,-3.093262E+00
-5.52096E-02,-3.069763E+00
-5.52048E-02,-3.049469E+00
-5.52000E-02,-3.033447E+00
-5.51952E-02,-3.019562E+00
-5.51904E-02,-2.998199E+00
-5.51856E-02,-2.972565E+00
-5.51808E-02,-2.953339E+00
-5.51760E-02,-2.937317E+00
-5.51712E-02,-2.911682E+00
-5.51664E-02,-2.892456E+00
-5.51616E-02,-2.870026E+00
-5.51568E-02,-2.850800E+00
-5.51520E-02,-2.829437E+00
-5.51472E-02,-2.811279E+00
-5.51424E-02,-2.788849E+00
-5.51376E-02,-2.776031E+00
-5.51328E-02,-2.766418E+00
-5.51280E-02,-2.740784E+00
-5.51232E-02,-2.723694E+00
-5.51184E-02,-2.710876E+00
-5.51136E-02,-2.692719E+00
-5.51088E-02,-2.684174E+00
-5.51040E-02,-2.663879E+00
-5.50992E-02,-2.645721E+00
-5.50944E-02,-2.626495E+00
-5.50896E-02,-2.615814E+00
-5.50848E-02,-2.596588E+00
-5.50800E-02,-2.578430E+00
-5.50752E-02,-2.560272E+00
-5.50704E-02,-2.546387E+00
-5.50656E-02,-2.523956E+00
-5.50608E-02,-2.512207E+00
-5.50560E-02,-2.492981E+00
-5.50512E-02,-2.482300E+00
-5.50464E-02,-2.470551E+00
-5.50416E-02,-2.453461E+00
-5.50368E-02,-2.436371E+00
-5.50320E-02,-2.413940E+00
-5.50272E-02,-2.390442E+00
-5.50224E-02,-2.384033E+00
-5.50176E-02,-2.368011E+00
-5.50128E-02,-2.357330E+00
-5.50080E-02,-2.345581E+00
-5.50032E-02,-2.329559E+00
-5.49984E-02,-2.316742E+00
-5.49936E-02,-2.300720E+00
-5.49888E-02,-2.278290E+00
-5.49840E-02,-2.263336E+00
-5.49792E-02,-2.250519E+00
-5.49744E-02,-2.229156E+00
-5.49696E-02,-2.206726E+00
-5.49648E-02,-2.193909E+00
-5.49600E-02,-2.171478E+00
-5.49552E-02,-2.157593E+00
-5.49504E-02,-2.137299E+00
-5.49456E-02,-2.118073E+00
-5.49408E-02,-2.098846E+00
-5.49360E-02,-2.083893E+00
-5.49312E-02,-2.059326E+00
-5.49264E-02,-2.032623E+00
-5.49216E-02,-2.021942E+00
-5.49168E-02,-1.995239E+00
-5.49120E-02,-1.973877E+00
-5.49072E-02,-1.962128E+00
-5.49024E-02,-1.945038E+00
-5.48976E-02,-1.923676E+00
-5.48928E-02,-1.919403E+00
-5.48880E-02,-1.906586E+00
-5.48832E-02,-1.891632E+00
-5.48784E-02,-1.870270E+00
-5.48736E-02,-1.862793E+00
-5.48688E-02,-1.840363E+00
-5.48640E-02,-1.822205E+00
-5.48592E-02,-1.810455E+00
-5.48544E-02,-1.793365E+00
-5.48496E-02,-1.779480E+00
-5.48448E-02,-1.753845E+00
-5.48400E-02,-1.733551E+00
-5.48352E-02,-1.708984E+00
-5.48304E-02,-1.699371E+00
-5.48256E-02,-1.675873E+00
-5.48208E-02,-1.666260E+00
-5.48160E-02,-1.641693E+00
-5.48112E-02,-1.626740E+00
-5.48064E-02,-1.614990E+00
-5.48016E-02,-1.597900E+00
-5.47968E-02,-1.579742E+00
-5.47920E-02,-1.563721E+00
-5.47872E-02,-1.551971E+00
-5.47824E-02,-1.532745E+00
-5.47776E-02,-1.503906E+00
-5.47728E-02,-1.498566E+00
-5.47680E-02,-1.482544E+00
-5.47632E-02,-1.467590E+00
-5.47584E-02,-1.449432E+00
-5.47536E-02,-1.432343E+00
-5.47488E-02,-1.412048E+00
-5.47440E-02,-1.396027E+00
-5.47392E-02,-1.378937E+00
-5.47344E-02,-1.362915E+00
-5.47296E-02,-1.344757E+00
-5.47248E-02,-1.329803E+00
-5.47200E-02,-1.312714E+00
-5.47152E-02,-1.295624E+00
-5.47104E-02,-1.278534E+00
-5.47056E-02,-1.256104E+00
-5.47008E-02,-1.233673E+00
-5.46960E-02,-1.220856E+00
-5.46912E-02,-1.196289E+00
-5.46864E-02,-1.177063E+00
-5.46816E-02,-1.180267E+00
-5.46768E-02,-1.157837E+00
-5.46720E-02,-1.130066E+00
-5.46672E-02,-1.114044E+00
-5.46624E-02,-1.096954E+00
-5.46576E-02,-1.077728E+00
-5.46528E-02,-1.054230E+00
-5.46480E-02,-1.024323E+00
-5.46432E-02,-1.007233E+00
-5.46384E-02,-9.880066E-01
-5.46336E-02,-9.634399E-01
-5.46288E-02,-9.410095E-01
-5.46240E-02,-9.196472E-01
-5.46192E-02,-9.068298E-01
-5.46144E-02,-8.961487E-01
-5.46096E-02,-8.683777E-01
-5.46048E-02,-8.512878E-01
-5.46000E-02,-8.277893E-01
-5.45952E-02,-8.085632E-01
-5.45904E-02,-7.904053E-01
-5.45856E-02,-7.733154E-01
-5.45808E-02,-7.455444E-01
-5.45760E-02,-7.305908E-01
-5.45712E-02,-7.102966E-01
-5.45664E-02,-6.857300E-01
-5.45616E-02,-6.643677E-01
-5.45568E-02,-6.472778E-01
-5.45520E-02,-6.237793E-01
-5.45472E-02,-5.938721E-01
-5.45424E-02,-5.714417E-01
-5.45376E-02,-5.511475E-01
-5.45328E-02,-5.255127E-01
-5.45280E-02,-5.041504E-01
-5.45232E-02,-4.774475E-01
-5.45184E-02,-4.667664E-01
-5.45136E-02,-4.475403E-01
-5.45088E-02,-4.283142E-01
-5.45040E-02,-4.090881E-01
-5.44992E-02,-3.855896E-01
-5.44944E-02,-3.717041E-01
-5.44896E-02,-3.460693E-01
-5.44848E-02,-3.289795E-01
-5.44800E-02,-3.086853E-01
-5.44752E-02,-2.905273E-01
-5.44704E-02,-2.659607E-01
-5.44656E-02,-2.445984E-01
-5.44608E-02,-2.178955E-01
-5.44560E-02,-1.943970E-01
-5.44512E-02,-1.644897E-01
-5.44464E-02,-1.399231E-01
-5.44416E-02,-1.164246E-01
-5.44368E-02,-9.399414E-02
-5.44320E-02,-6.301880E-02
-5.44272E-02,-4.913330E-02
-5.44224E-02,-2.456665E-02
-5.44176E-02,1.068115E-03
-5.44128E-02,1.708984E-02
-5.44080E-02,3.952026E-02
-5.44032E-02,5.874634E-02
-5.43984E-02,8.972168E-02
-5.43936E-02,1.100159E-01
-5.43888E-02,1.260376E-01
-5.43840E-02,1.452637E-01
-5.43792E-02,1.676941E-01
-5.43744E-02,1.869202E-01
-5.43696E-02,2.104187E-01
-5.43648E-02,2.339172E-01
-5.43600E-02,2.499390E-01
-5.43552E-02,2.766418E-01
-5.43504E-02,2.969360E-01
-5.43456E-02,3.086853E-01
-5.43408E-02,3.300476E-01
-5.43360E-02,3.503418E-01
-5.43312E-02,3.727722E-01
-5.43264E-02,3.962708E-01
-5.43216E-02,4.154968E-01
-5.43168E-02,4.315186E-01
-5.43120E-02,4.464722E-01
-5.43072E-02,4.667664E-01
-5.43024E-02,4.827881E-01
-5.42976E-02,5.105591E-01
-5.42928E-02,5.319214E-01
-5.42880E-02,5.532837E-01
-5.42832E-02,5.863953E-01
-5.42784E-02,6.034851E-01
-5.42736E-02,6.344604E-01
-5.42688E-02,6.547546E-01
-5.42640E-02,6.825256E-01
-5.42592E-02,6.974792E-01
-5.42544E-02,7.135010E-01
-5.42496E-02,7.402039E-01
-5.42448E-02,7.658386E-01
-5.42400E-02,7.711792E-01
-5.42352E-02,7.872009E-01
-5.42304E-02,8.149719E-01
-5.42256E-02,8.160400E-01
-5.42208E-02,8.384705E-01
-5.42160E-02,8.544922E-01
-5.42112E-02,8.726501E-01
-5.42064E-02,8.940125E-01
-5.42016E-02,9.175110E-01
-5.41968E-02,9.388733E-01
-5.41920E-02,9.527588E-01
-5.41872E-02,9.762573E-01
-5.41824E-02,9.944153E-01
-5.41776E-02,1.024323E+00
-5.41728E-02,1.043549E+00
-5.41680E-02,1.062775E+00
-5.41632E-02,1.080933E+00
-5.41584E-02,1.094818E+00
-5.41536E-02,1.118317E+00
-5.41488E-02,1.139679E+00
-5.41440E-02,1.157837E+00
-5.41392E-02,1.170654E+00
-5.41344E-02,1.174927E+00
-5.41296E-02,1.203766E+00
-5.41248E-02,1.211243E+00
-5.41200E-02,1.213379E+00
-5.41152E-02,1.217651E+00
-5.41104E-02,1.237946E+00
-5.41056E-02,1.252899E+00
-5.41008E-02,1.269989E+00
-5.40960E-02,1.287079E+00
-5.40912E-02,1.295624E+00
-5.40864E-02,1.318054E+00
-5.40816E-02,1.326599E+00
-5.40768E-02,1.345825E+00
-5.40720E-02,1.355438E+00
-5.40672E-02,1.374664E+00
-5.40624E-02,1.392822E+00
-5.40576E-02,1.403503E+00
-5.40528E-02,1.417389E+00
-5.40480E-02,1.438751E+00
-5.40432E-02,1.444092E+00
-5.40384E-02,1.467590E+00
-5.40336E-02,1.478271E+00
-5.40288E-02,1.493225E+00
-5.40240E-02,1.504974E+00
-5.40192E-02,1.513519E+00
-5.40144E-02,1.516724E+00
-5.40096E-02,1.533813E+00
-5.40048E-02,1.542358E+00
-5.40000E-02,1.554108E+00
-5.39952E-02,1.558380E+00
-5.39904E-02,1.570129E+00
-5.39856E-02,1.574402E+00
-5.39808E-02,1.596832E+00
-5.39760E-02,1.605377E+00
-5.39712E-02,1.622467E+00
-5.39664E-02,1.639557E+00
-5.39616E-02,1.645966E+00
-5.39568E-02,1.660919E+00
-5.39520E-02,1.681213E+00
-5.39472E-02,1.698303E+00
-5.39424E-02,1.701508E+00
-5.39376E-02,1.714325E+00
-5.39328E-02,1.728210E+00
-5.39280E-02,1.743164E+00
-5.39232E-02,1.758118E+00
-5.39184E-02,1.762390E+00
-5.39136E-02,1.774139E+00
-5.39088E-02,1.783752E+00
-5.39040E-02,1.795502E+00
-5.38992E-02,1.802979E+00
-5.38944E-02,1.813660E+00
-5.38896E-02,1.829681E+00
-5.38848E-02,1.848907E+00
-5.38800E-02,1.862793E+00
-5.38752E-02,1.874542E+00
-5.38704E-02,1.891632E+00
-5.38656E-02,1.904449E+00
-5.38608E-02,1.924744E+00
-5.38560E-02,1.939697E+00
-5.38512E-02,1.959991E+00
-5.38464E-02,1.967468E+00
-5.38416E-02,1.977081E+00
-5.38368E-02,1.990967E+00
-5.38320E-02,2.000580E+00
-5.38272E-02,2.015533E+00
-5.38224E-02,2.028351E+00
-5.38176E-02,2.031555E+00
-5.38128E-02,2.044373E+00
-5.38080E-02,2.062531E+00
-5.38032E-02,2.068939E+00
-5.37984E-02,2.089233E+00
-5.37936E-02,2.104187E+00
-5.37888E-02,2.118073E+00
-5.37840E-02,2.143707E+00
-5.37792E-02,2.152252E+00
-5.37744E-02,2.169342E+00
-5.37696E-02,2.185364E+00
-5.37648E-02,2.201385E+00
-5.37600E-02,2.221680E+00
-5.37552E-02,2.233429E+00
-5.37504E-02,2.243042E+00
-5.37456E-02,2.261200E+00
-5.37408E-02,2.272949E+00
-5.37360E-02,2.282562E+00
-5.37312E-02,2.300720E+00
-5.37264E-02,2.315674E+00
-5.37216E-02,2.332764E+00
-5.37168E-02,2.350922E+00
-5.37120E-02,2.371216E+00
-5.37072E-02,2.389374E+00
-5.37024E-02,2.404327E+00
-5.36976E-02,2.428894E+00
-5.36928E-02,2.444916E+00
-5.36880E-02,2.467346E+00
-5.36832E-02,2.489777E+00
-5.36784E-02,2.503662E+00
-5.36736E-02,2.519684E+00
-5.36688E-02,2.535706E+00
-5.36640E-02,2.553864E+00
-5.36592E-02,2.566681E+00
-5.36544E-02,2.584839E+00
-5.36496E-02,2.597656E+00
-5.36448E-02,2.617950E+00
-5.36400E-02,2.636108E+00
-5.36352E-02,2.658539E+00
-5.36304E-02,2.673492E+00
-5.36256E-02,2.703400E+00
-5.36208E-02,2.724762E+00
-5.36160E-02,2.745056E+00
-5.36112E-02,2.773895E+00
-5.36064E-02,2.794189E+00
-5.36016E-02,2.821960E+00
-5.35968E-02,2.834778E+00
-5.35920E-02,2.865753E+00
-5.35872E-02,2.888184E+00
-5.35824E-02,2.902069E+00
-5.35776E-02,2.919159E+00
-5.35728E-02,2.933044E+00
-5.35680E-02,2.957611E+00
-5.35632E-02,2.978973E+00
-5.35584E-02,2.997131E+00
-5.35536E-02,3.017426E+00
-5.35488E-02,3.041992E+00
-5.35440E-02,3.056946E+00
-5.35392E-02,3.079376E+00
-5.35344E-02,3.105011E+00
-5.35296E-02,3.125305E+00
-5.35248E-02,3.141327E+00
-5.35200E-02,3.168030E+00
-5.35152E-02,3.197937E+00
-5.35104E-02,3.218231E+00
-5.35056E-02,3.237457E+00
-5.35008E-02,3.263092E+00
-5.34960E-02,3.273773E+00
-5.34912E-02,3.297272E+00
-5.34864E-02,3.317566E+00
-5.34816E-02,3.337860E+00
-5.34768E-02,3.372040E+00
-5.34720E-02,3.389130E+00
-5.34672E-02,3.415833E+00
-5.34624E-02,3.429718E+00
-5.34576E-02,3.451080E+00
-5.34528E-02,3.473511E+00
-5.34480E-02,3.499146E+00
-5.34432E-02,3.524780E+00
-5.34384E-02,3.546143E+00
-5.34336E-02,3.566437E+00
-5.34288E-02,3.593140E+00
-5.34240E-02,3.610229E+00
-5.34192E-02,3.641205E+00
-5.34144E-02,3.662567E+00
-5.34096E-02,3.679657E+00
-5.34048E-02,3.705292E+00
-5.34000E-02,3.727722E+00
-5.33952E-02,3.744812E+00
-5.33904E-02,3.758698E+00
-5.33856E-02,3.777924E+00
-5.33808E-02,3.793945E+00
-5.33760E-02,3.820648E+00
-5.33712E-02,3.842010E+00
-5.33664E-02,3.871918E+00
-5.33616E-02,3.890076E+00
-5.33568E-02,3.912506E+00
-5.33520E-02,3.940277E+00
-5.33472E-02,3.958435E+00
-5.33424E-02,3.981934E+00
-5.33376E-02,4.004364E+00
-5.33328E-02,4.031067E+00
-5.33280E-02,4.046021E+00
-5.33232E-02,4.074860E+00
-5.33184E-02,4.087677E+00
-5.33136E-02,4.105835E+00
-5.33088E-02,4.130402E+00
-5.33040E-02,4.152832E+00
-5.32992E-02,4.168854E+00
-5.32944E-02,4.190216E+00
-5.32896E-02,4.216919E+00
-5.32848E-02,4.243622E+00
-5.32800E-02,4.272461E+00
-5.32752E-02,4.292755E+00
-5.32704E-02,4.310913E+00
-5.32656E-02,4.328003E+00
-5.32608E-02,4.353638E+00
-5.32560E-02,4.378204E+00
-5.32512E-02,4.391022E+00
-5.32464E-02,4.407043E+00
-5.32416E-02,4.440155E+00
-5.32368E-02,4.452972E+00
-5.32320E-02,4.479675E+00
-5.32272E-02,4.506378E+00
-5.32224E-02,4.536285E+00
-5.32176E-02,4.548035E+00
-5.32128E-02,4.574738E+00
-5.32080E-02,4.591827E+00
-5.32032E-02,4.617462E+00
-5.31984E-02,4.642029E+00
-5.31936E-02,4.654846E+00
-5.31888E-02,4.675140E+00
-5.31840E-02,4.696503E+00
-5.31792E-02,4.716797E+00
-5.31744E-02,4.733887E+00
-5.31696E-02,4.756317E+00
-5.31648E-02,4.765930E+00
-5.31600E-02,4.791565E+00
-5.31552E-02,4.822540E+00
-5.31504E-02,4.835358E+00
-5.31456E-02,4.867401E+00
-5.31408E-02,4.890900E+00
-5.31360E-02,4.907990E+00
-5.31312E-02,4.929352E+00
-5.31264E-02,4.951782E+00
-5.31216E-02,4.975281E+00
-5.31168E-02,4.993439E+00
-5.31120E-02,5.012665E+00
-5.31072E-02,5.027618E+00
-5.31024E-02,5.046844E+00
-5.30976E-02,5.060730E+00
-5.30928E-02,5.082092E+00
-5.30880E-02,5.103455E+00
-5.30832E-02,5.126953E+00
-5.30784E-02,5.145111E+00
-5.30736E-02,5.149384E+00
-5.30688E-02,5.168610E+00
-5.30640E-02,5.189972E+00
-5.30592E-02,5.214539E+00
-5.30544E-02,5.233765E+00
-5.30496E-02,5.257263E+00
-5.30448E-02,5.275421E+00
-5.30400E-02,5.294647E+00
-5.30352E-02,5.316010E+00
-5.30304E-02,5.322418E+00
-5.30256E-02,5.346985E+00
-5.30208E-02,5.360870E+00
-5.30160E-02,5.376892E+00
-5.30112E-02,5.396118E+00
-5.30064E-02,5.417480E+00
-5.30016E-02,5.437775E+00
-5.29968E-02,5.452728E+00
-5.29920E-02,5.470886E+00
-5.29872E-02,5.478363E+00
-5.29824E-02,5.507202E+00
-5.29776E-02,5.514679E+00
-5.29728E-02,5.532837E+00
-5.29680E-02,5.547791E+00
-5.29632E-02,5.562744E+00
-5.29584E-02,5.574493E+00
-5.29536E-02,5.596924E+00
-5.29488E-02,5.607605E+00
-5.29440E-02,5.625763E+00
-5.29392E-02,5.650330E+00
-5.29344E-02,5.663147E+00
-5.29296E-02,5.680237E+00
-5.29248E-02,5.700531E+00
-5.29200E-02,5.711212E+00
-5.29152E-02,5.727234E+00
-5.29104E-02,5.745392E+00
-5.29056E-02,5.758209E+00
-5.29008E-02,5.775299E+00
-5.28960E-02,5.798798E+00
-5.28912E-02,5.809479E+00
-5.28864E-02,5.827637E+00
-5.28816E-02,5.838318E+00
-5.28768E-02,5.851135E+00
-5.28720E-02,5.865021E+00
-5.28672E-02,5.883179E+00
-5.28624E-02,5.895996E+00
-5.28576E-02,5.907745E+00
-5.28528E-02,5.920563E+00
-5.28480E-02,5.931244E+00
-5.28432E-02,5.952606E+00
-5.28384E-02,5.959015E+00
-5.28336E-02,5.970764E+00
-5.28288E-02,5.986786E+00
-5.28240E-02,6.000671E+00
-5.28192E-02,6.026306E+00
-5.28144E-02,6.036987E+00
-5.28096E-02,6.050873E+00
-5.28048E-02,6.073303E+00
-5.28000E-02,6.087189E+00
-5.27952E-02,6.096802E+00
-5.27904E-02,6.117096E+00
-5.27856E-02,6.130981E+00
-5.27808E-02,6.135254E+00
-5.27760E-02,6.143799E+00
-5.27712E-02,6.154480E+00
-5.27664E-02,6.163025E+00
-5.27616E-02,6.182251E+00
-5.27568E-02,6.189728E+00
-5.27520E-02,6.198273E+00
-5.27472E-02,6.217499E+00
-5.27424E-02,6.223907E+00
-5.27376E-02,6.232452E+00
-5.27328E-02,6.246338E+00
-5.27280E-02,6.247406E+00
-5.27232E-02,6.262360E+00
-5.27184E-02,6.271973E+00
-5.27136E-02,6.289062E+00
-5.27088E-02,6.300812E+00
-5.27040E-02,6.309357E+00
-5.26992E-02,6.329651E+00
-5.26944E-02,6.341400E+00
-5.26896E-02,6.356354E+00
-5.26848E-02,6.367035E+00
-5.26800E-02,6.379852E+00
-5.26752E-02,6.399078E+00
-5.26704E-02,6.401215E+00
-5.26656E-02,6.419373E+00
-5.26608E-02,6.423645E+00
-5.26560E-02,6.439667E+00
-5.26512E-02,6.453552E+00
-5.26464E-02,6.462097E+00
-5.26416E-02,6.475983E+00
-5.26368E-02,6.486664E+00
-5.26320E-02,6.495209E+00
-5.26272E-02,6.501617E+00
-5.26224E-02,6.511230E+00
-5.26176E-02,6.518707E+00
-5.26128E-02,6.524048E+00
-5.26080E-02,6.530457E+00
-5.26032E-02,6.530457E+00
-5.25984E-02,6.536865E+00
-5.25936E-02,6.540070E+00
-5.25888E-02,6.543274E+00
-5.25840E-02,6.548615E+00
-5.25792E-02,6.557159E+00
-5.25744E-02,6.563568E+00
-5.25696E-02,6.569977E+00
-5.25648E-02,6.582794E+00
-5.25600E-02,6.585999E+00
-5.25552E-02,6.588135E+00
-5.25504E-02,6.599884E+00
-5.25456E-02,6.609497E+00
-5.25408E-02,6.625519E+00
-5.25360E-02,6.632996E+00
-5.25312E-02,6.637268E+00
-5.25264E-02,6.641541E+00
-5.25216E-02,6.655426E+00
-5.25168E-02,6.660767E+00
-5.25120E-02,6.673584E+00
-5.25072E-02,6.688538E+00
-5.25024E-02,6.692810E+00
-5.24976E-02,6.704559E+00
-5.24928E-02,6.724854E+00
-5.24880E-02,6.731262E+00
-5.24832E-02,6.730194E+00
-5.24784E-02,6.746216E+00
-5.24736E-02,6.762238E+00
-5.24688E-02,6.775055E+00
-5.24640E-02,6.785736E+00
-5.24592E-02,6.788940E+00
-5.24544E-02,6.795349E+00
-5.24496E-02,6.808167E+00
-5.24448E-02,6.814575E+00
