in s,M1 in V
4.35360E-03,-5.384369E+00
4.35840E-03,-5.366211E+00
4.36320E-03,-5.341644E+00
4.36800E-03,-5.323486E+00
4.37280E-03,-5.294647E+00
4.37760E-03,-5.281830E+00
4.38240E-03,-5.254059E+00
4.38720E-03,-5.233765E+00
4.39200E-03,-5.208130E+00
4.39680E-03,-5.187836E+00
4.40160E-03,-5.164337E+00
4.40640E-03,-5.148315E+00
4.41120E-03,-5.126953E+00
4.41600E-03,-5.105591E+00
4.42080E-03,-5.084229E+00
4.42560E-03,-5.063934E+00
4.43040E-03,-5.044708E+00
4.43520E-03,-5.025482E+00
4.44000E-03,-5.005188E+00
4.44480E-03,-4.979553E+00
4.44960E-03,-4.952850E+00
4.45440E-03,-4.925079E+00
4.45920E-03,-4.901581E+00
4.46400E-03,-4.877014E+00
4.46880E-03,-4.858856E+00
4.47360E-03,-4.838562E+00
4.47840E-03,-4.811859E+00
4.48320E-03,-4.783020E+00
4.48800E-03,-4.768066E+00
4.49280E-03,-4.745636E+00
4.49760E-03,-4.723206E+00
4.50240E-03,-4.707184E+00
4.50720E-03,-4.682617E+00
4.51200E-03,-4.662323E+00
4.51680E-03,-4.638824E+00
4.52160E-03,-4.624939E+00
4.52640E-03,-4.592896E+00
4.53120E-03,-4.570465E+00
4.53600E-03,-4.550171E+00
4.54080E-03,-4.525604E+00
4.54560E-03,-4.498901E+00
4.55040E-03,-4.471130E+00
4.55520E-03,-4.452972E+00
4.56000E-03,-4.423065E+00
4.56480E-03,-4.402771E+00
4.56960E-03,-4.389954E+00
4.57440E-03,-4.365387E+00
4.57920E-03,-4.341888E+00
4.58400E-03,-4.323730E+00
4.58880E-03,-4.292755E+00
4.59360E-03,-4.270325E+00
4.59840E-03,-4.250031E+00
4.60320E-03,-4.229736E+00
4.60800E-03,-4.209442E+00
4.61280E-03,-4.181671E+00
4.61760E-03,-4.159241E+00
4.62240E-03,-4.127197E+00
4.62720E-03,-4.109039E+00
4.63200E-03,-4.087677E+00
4.63680E-03,-4.056702E+00
4.64160E-03,-4.033203E+00
4.64640E-03,-4.013977E+00
4.65120E-03,-3.987274E+00
4.65600E-03,-3.963776E+00
4.66080E-03,-3.946686E+00
4.66560E-03,-3.915710E+00
4.67040E-03,-3.890076E+00
4.67520E-03,-3.877258E+00
4.68000E-03,-3.850555E+00
4.68480E-03,-3.827057E+00
4.68960E-03,-3.804626E+00
4.69440E-03,-3.789673E+00
4.69920E-03,-3.767242E+00
4.70400E-03,-3.750153E+00
4.70880E-03,-3.722382E+00
4.71360E-03,-3.697815E+00
4.71840E-03,-3.670044E+00
4.72320E-03,-3.652954E+00
4.72800E-03,-3.629456E+00
4.73280E-03,-3.603821E+00
4.73760E-03,-3.585663E+00
4.74240E-03,-3.560028E+00
4.74720E-03,-3.535461E+00
4.75200E-03,-3.518372E+00
4.75680E-03,-3.495941E+00
4.76160E-03,-3.475647E+00
4.76640E-03,-3.454285E+00
4.77120E-03,-3.428650E+00
4.77600E-03,-3.406219E+00
4.78080E-03,-3.389130E+00
4.78560E-03,-3.360291E+00
4.79040E-03,-3.341064E+00
4.79520E-03,-3.316498E+00
4.80000E-03,-3.297272E+00
4.80480E-03,-3.275909E+00
4.80960E-03,-3.253479E+00
4.81440E-03,-3.238525E+00
4.81920E-03,-3.218231E+00
4.82400E-03,-3.197937E+00
4.82880E-03,-3.174438E+00
4.83360E-03,-3.150940E+00
4.83840E-03,-3.129578E+00
4.84320E-03,-3.114624E+00
4.84800E-03,-3.092194E+00
4.85280E-03,-3.065491E+00
4.85760E-03,-3.049469E+00
4.86240E-03,-3.031311E+00
4.86720E-03,-3.009949E+00
4.87200E-03,-2.998199E+00
4.87680E-03,-2.968292E+00
4.88160E-03,-2.949066E+00
4.88640E-03,-2.926636E+00
4.89120E-03,-2.917023E+00
4.89600E-03,-2.895660E+00
4.90080E-03,-2.872162E+00
4.90560E-03,-2.858276E+00
4.91040E-03,-2.841187E+00
4.91520E-03,-2.812347E+00
4.92000E-03,-2.796326E+00
4.92480E-03,-2.779236E+00
4.92960E-03,-2.762146E+00
4.93440E-03,-2.743988E+00
4.93920E-03,-2.727966E+00
4.94400E-03,-2.707672E+00
4.94880E-03,-2.689514E+00
4.95360E-03,-2.676697E+00
4.95840E-03,-2.660675E+00
4.96320E-03,-2.643585E+00
4.96800E-03,-2.626495E+00
4.97280E-03,-2.612610E+00
4.97760E-03,-2.595520E+00
4.98240E-03,-2.578430E+00
4.98720E-03,-2.558136E+00
4.99200E-03,-2.536774E+00
4.99680E-03,-2.523956E+00
5.00160E-03,-2.510071E+00
5.00640E-03,-2.498322E+00
5.01120E-03,-2.485504E+00
5.01600E-03,-2.475891E+00
5.02080E-03,-2.454529E+00
5.02560E-03,-2.431030E+00
5.03040E-03,-2.415009E+00
5.03520E-03,-2.404327E+00
5.04000E-03,-2.388306E+00
5.04480E-03,-2.371216E+00
5.04960E-03,-2.353058E+00
5.05440E-03,-2.339172E+00
5.05920E-03,-2.326355E+00
5.06400E-03,-2.308197E+00
5.06880E-03,-2.300720E+00
5.07360E-03,-2.276154E+00
5.07840E-03,-2.263336E+00
5.08320E-03,-2.252655E+00
5.08800E-03,-2.230225E+00
5.09280E-03,-2.210999E+00
5.09760E-03,-2.188568E+00
5.10240E-03,-2.170410E+00
5.10720E-03,-2.160797E+00
5.11200E-03,-2.140503E+00
5.11680E-03,-2.124481E+00
5.12160E-03,-2.095642E+00
5.12640E-03,-2.068939E+00
5.13120E-03,-2.052917E+00
5.13600E-03,-2.026215E+00
5.14080E-03,-2.017670E+00
5.14560E-03,-2.005920E+00
5.15040E-03,-1.985626E+00
5.15520E-03,-1.971741E+00
5.16000E-03,-1.961060E+00
5.16480E-03,-1.943970E+00
5.16960E-03,-1.926880E+00
5.17440E-03,-1.914062E+00
5.17920E-03,-1.902313E+00
5.18400E-03,-1.892700E+00
5.18880E-03,-1.873474E+00
5.19360E-03,-1.849976E+00
5.19840E-03,-1.833954E+00
5.20320E-03,-1.814728E+00
5.20800E-03,-1.794434E+00
5.21280E-03,-1.774139E+00
5.21760E-03,-1.759186E+00
5.22240E-03,-1.739960E+00
5.22720E-03,-1.711121E+00
5.23200E-03,-1.691895E+00
5.23680E-03,-1.668396E+00
5.24160E-03,-1.648102E+00
5.24640E-03,-1.637421E+00
5.25120E-03,-1.629944E+00
5.25600E-03,-1.613922E+00
5.26080E-03,-1.600037E+00
5.26560E-03,-1.589355E+00
5.27040E-03,-1.564789E+00
5.27520E-03,-1.545563E+00
5.28000E-03,-1.537018E+00
5.28480E-03,-1.526337E+00
5.28960E-03,-1.501770E+00
5.29440E-03,-1.484680E+00
5.29920E-03,-1.466522E+00
5.30400E-03,-1.439819E+00
5.30880E-03,-1.430206E+00
5.31360E-03,-1.412048E+00
5.31840E-03,-1.396027E+00
5.32320E-03,-1.375732E+00
5.32800E-03,-1.356506E+00
5.33280E-03,-1.344757E+00
5.33760E-03,-1.323395E+00
5.34240E-03,-1.302032E+00
5.34720E-03,-1.293488E+00
5.35200E-03,-1.266785E+00
5.35680E-03,-1.244354E+00
5.36160E-03,-1.231537E+00
5.36640E-03,-1.215515E+00
5.37120E-03,-1.192017E+00
5.37600E-03,-1.178131E+00
5.38080E-03,-1.155701E+00
5.38560E-03,-1.147156E+00
5.39040E-03,-1.128998E+00
5.39520E-03,-1.102295E+00
5.40000E-03,-1.087341E+00
5.40480E-03,-1.063843E+00
5.40960E-03,-1.038208E+00
5.41440E-03,-1.025391E+00
5.41920E-03,-1.004028E+00
5.42400E-03,-9.880066E-01
5.42880E-03,-9.730530E-01
5.43360E-03,-9.602356E-01
5.43840E-03,-9.410095E-01
5.44320E-03,-9.132385E-01
5.44800E-03,-9.025574E-01
5.45280E-03,-8.715820E-01
5.45760E-03,-8.480835E-01
5.46240E-03,-8.309937E-01
5.46720E-03,-8.128357E-01
5.47200E-03,-7.872009E-01
5.47680E-03,-7.722473E-01
5.48160E-03,-7.562256E-01
5.48640E-03,-7.380676E-01
5.49120E-03,-7.081604E-01
5.49600E-03,-6.900024E-01
5.50080E-03,-6.654358E-01
5.50560E-03,-6.515503E-01
5.51040E-03,-6.301880E-01
5.51520E-03,-6.056213E-01
5.52000E-03,-5.853271E-01
5.52480E-03,-5.671692E-01
5.52960E-03,-5.458069E-01
5.53440E-03,-5.244446E-01
5.53920E-03,-5.084229E-01
5.54400E-03,-4.934692E-01
5.54880E-03,-4.624939E-01
5.55360E-03,-4.518127E-01
5.55840E-03,-4.283142E-01
5.56320E-03,-4.026794E-01
5.56800E-03,-3.845215E-01
5.57280E-03,-3.588867E-01
5.57760E-03,-3.332520E-01
5.58240E-03,-3.097534E-01
5.58720E-03,-2.947998E-01
5.59200E-03,-2.723694E-01
5.59680E-03,-2.520752E-01
5.60160E-03,-2.285767E-01
5.60640E-03,-2.061462E-01
5.61120E-03,-1.922607E-01
5.61600E-03,-1.666260E-01
5.62080E-03,-1.463318E-01
5.62560E-03,-1.174927E-01
5.63040E-03,-8.651733E-02
5.63520E-03,-7.369995E-02
5.64000E-03,-4.806519E-02
5.64480E-03,-2.456665E-02
5.64960E-03,0.000000E+00
5.65440E-03,1.922607E-02
5.65920E-03,3.952026E-02
5.66400E-03,6.408691E-02
5.66880E-03,7.583618E-02
5.67360E-03,9.719849E-02
5.67840E-03,1.185608E-01
5.68320E-03,1.399231E-01
5.68800E-03,1.708984E-01
5.69280E-03,1.890564E-01
5.69760E-03,2.072144E-01
5.70240E-03,2.296448E-01
5.70720E-03,2.574158E-01
5.71200E-03,2.723694E-01
5.71680E-03,3.001404E-01
5.72160E-03,3.140259E-01
5.72640E-03,3.311157E-01
5.73120E-03,3.524780E-01
5.73600E-03,3.642273E-01
5.74080E-03,3.855896E-01
5.74560E-03,4.090881E-01
5.75040E-03,4.304504E-01
5.75520E-03,4.550171E-01
5.76000E-03,4.742432E-01
5.76480E-03,4.966736E-01
5.76960E-03,5.233765E-01
5.77440E-03,5.522156E-01
5.77920E-03,5.725098E-01
5.78400E-03,5.917358E-01
5.78880E-03,6.205750E-01
5.79360E-03,6.376648E-01
5.79840E-03,6.579590E-01
5.80320E-03,6.782532E-01
5.80800E-03,6.964111E-01
5.81280E-03,7.092285E-01
5.81760E-03,7.402039E-01
5.82240E-03,7.540894E-01
5.82720E-03,7.743835E-01
5.83200E-03,7.936096E-01
5.83680E-03,8.074951E-01
5.84160E-03,8.288574E-01
5.84640E-03,8.502197E-01
5.85120E-03,8.694458E-01
5.85600E-03,8.865356E-01
5.86080E-03,9.068298E-01
5.86560E-03,9.292603E-01
5.87040E-03,9.506226E-01
5.87520E-03,9.687805E-01
5.88000E-03,9.858704E-01
5.88480E-03,1.015778E+00
5.88960E-03,1.027527E+00
5.89440E-03,1.048889E+00
5.89920E-03,1.061707E+00
5.90400E-03,1.092682E+00
5.90880E-03,1.111908E+00
5.91360E-03,1.136475E+00
5.91840E-03,1.155701E+00
5.92320E-03,1.175995E+00
5.92800E-03,1.189880E+00
5.93280E-03,1.201630E+00
5.93760E-03,1.214447E+00
5.94240E-03,1.225128E+00
5.94720E-03,1.240082E+00
5.95200E-03,1.251831E+00
5.95680E-03,1.267853E+00
5.96160E-03,1.275330E+00
5.96640E-03,1.286011E+00
5.97120E-03,1.298828E+00
5.97600E-03,1.313782E+00
5.98080E-03,1.330872E+00
5.98560E-03,1.345825E+00
5.99040E-03,1.352234E+00
5.99520E-03,1.368256E+00
6.00000E-03,1.384277E+00
6.00480E-03,1.404572E+00
6.00960E-03,1.412048E+00
6.01440E-03,1.433411E+00
6.01920E-03,1.447296E+00
6.02400E-03,1.450500E+00
6.02880E-03,1.460114E+00
6.03360E-03,1.480408E+00
6.03840E-03,1.485748E+00
6.04320E-03,1.497498E+00
6.04800E-03,1.510315E+00
6.05280E-03,1.526337E+00
6.05760E-03,1.537018E+00
6.06240E-03,1.557312E+00
6.06720E-03,1.563721E+00
6.07200E-03,1.577606E+00
6.07680E-03,1.588287E+00
6.08160E-03,1.598969E+00
6.08640E-03,1.609650E+00
6.09120E-03,1.627808E+00
6.09600E-03,1.649170E+00
6.10080E-03,1.659851E+00
6.10560E-03,1.675873E+00
6.11040E-03,1.689758E+00
6.11520E-03,1.699371E+00
6.12000E-03,1.705780E+00
6.12480E-03,1.718597E+00
6.12960E-03,1.731415E+00
6.13440E-03,1.736755E+00
6.13920E-03,1.746368E+00
6.14400E-03,1.767731E+00
6.14880E-03,1.777344E+00
6.15360E-03,1.791229E+00
6.15840E-03,1.811523E+00
6.16320E-03,1.815796E+00
6.16800E-03,1.830750E+00
6.17280E-03,1.855316E+00
6.17760E-03,1.876678E+00
6.18240E-03,1.879883E+00
6.18720E-03,1.900177E+00
6.19200E-03,1.909790E+00
6.19680E-03,1.924744E+00
6.20160E-03,1.940765E+00
6.20640E-03,1.958923E+00
6.21120E-03,1.965332E+00
6.21600E-03,1.981354E+00
6.22080E-03,1.986694E+00
6.22560E-03,2.002716E+00
6.23040E-03,2.012329E+00
6.23520E-03,2.019806E+00
6.24000E-03,2.028351E+00
6.24480E-03,2.047577E+00
6.24960E-03,2.063599E+00
6.25440E-03,2.076416E+00
6.25920E-03,2.087097E+00
6.26400E-03,2.105255E+00
6.26880E-03,2.118073E+00
6.27360E-03,2.131958E+00
6.27840E-03,2.145844E+00
6.28320E-03,2.154388E+00
6.28800E-03,2.184296E+00
6.29280E-03,2.199249E+00
6.29760E-03,2.213135E+00
6.30240E-03,2.223816E+00
6.30720E-03,2.241974E+00
6.31200E-03,2.250519E+00
6.31680E-03,2.264404E+00
6.32160E-03,2.278290E+00
6.32640E-03,2.291107E+00
6.33120E-03,2.312469E+00
6.33600E-03,2.332764E+00
6.34080E-03,2.353058E+00
6.34560E-03,2.372284E+00
6.35040E-03,2.386169E+00
6.35520E-03,2.403259E+00
6.36000E-03,2.425690E+00
6.36480E-03,2.443848E+00
6.36960E-03,2.462006E+00
6.37440E-03,2.482300E+00
6.37920E-03,2.495117E+00
6.38400E-03,2.523956E+00
6.38880E-03,2.536774E+00
6.39360E-03,2.556000E+00
6.39840E-03,2.567749E+00
6.40320E-03,2.591248E+00
6.40800E-03,2.605133E+00
6.41280E-03,2.626495E+00
6.41760E-03,2.644653E+00
6.42240E-03,2.657471E+00
6.42720E-03,2.678833E+00
6.43200E-03,2.701263E+00
6.43680E-03,2.706604E+00
6.44160E-03,2.727966E+00
6.44640E-03,2.753601E+00
6.45120E-03,2.777100E+00
6.45600E-03,2.796326E+00
6.46080E-03,2.818756E+00
6.46560E-03,2.835846E+00
6.47040E-03,2.860413E+00
6.47520E-03,2.882843E+00
6.48000E-03,2.910614E+00
6.48480E-03,2.917023E+00
6.48960E-03,2.944794E+00
6.49440E-03,2.969360E+00
6.49920E-03,2.977905E+00
6.50400E-03,2.997131E+00
6.50880E-03,3.016357E+00
6.51360E-03,3.034515E+00
6.51840E-03,3.061218E+00
6.52320E-03,3.081512E+00
6.52800E-03,3.100739E+00
6.53280E-03,3.122101E+00
6.53760E-03,3.146667E+00
6.54240E-03,3.171234E+00
6.54720E-03,3.192596E+00
6.55200E-03,3.216095E+00
6.55680E-03,3.231049E+00
6.56160E-03,3.252411E+00
6.56640E-03,3.278046E+00
6.57120E-03,3.296204E+00
6.57600E-03,3.318634E+00
6.58080E-03,3.344269E+00
6.58560E-03,3.368835E+00
6.59040E-03,3.384857E+00
6.59520E-03,3.404083E+00
6.60000E-03,3.426514E+00
6.60480E-03,3.446808E+00
6.60960E-03,3.473511E+00
6.61440E-03,3.503418E+00
6.61920E-03,3.531189E+00
6.62400E-03,3.547211E+00
6.62880E-03,3.565369E+00
6.63360E-03,3.584595E+00
6.63840E-03,3.610229E+00
6.64320E-03,3.631592E+00
6.64800E-03,3.651886E+00
6.65280E-03,3.667908E+00
6.65760E-03,3.689270E+00
6.66240E-03,3.710632E+00
6.66720E-03,3.734131E+00
6.67200E-03,3.751221E+00
6.67680E-03,3.776855E+00
6.68160E-03,3.798218E+00
6.68640E-03,3.817444E+00
6.69120E-03,3.843079E+00
6.69600E-03,3.869781E+00
6.70080E-03,3.890076E+00
6.70560E-03,3.906097E+00
6.71040E-03,3.930664E+00
6.71520E-03,3.959503E+00
6.72000E-03,3.983002E+00
6.72480E-03,4.006500E+00
6.72960E-03,4.025726E+00
6.73440E-03,4.047089E+00
6.73920E-03,4.070587E+00
6.74400E-03,4.091949E+00
6.74880E-03,4.116516E+00
6.75360E-03,4.141083E+00
6.75840E-03,4.169922E+00
6.76320E-03,4.190216E+00
6.76800E-03,4.211578E+00
6.77280E-03,4.227600E+00
6.77760E-03,4.244690E+00
6.78240E-03,4.259644E+00
6.78720E-03,4.282074E+00
6.79200E-03,4.305573E+00
6.79680E-03,4.323730E+00
6.80160E-03,4.344025E+00
6.80640E-03,4.361115E+00
6.81120E-03,4.387817E+00
6.81600E-03,4.415588E+00
6.82080E-03,4.436951E+00
6.82560E-03,4.463654E+00
6.83040E-03,4.480743E+00
6.83520E-03,4.505310E+00
6.84000E-03,4.530945E+00
6.84480E-03,4.554443E+00
6.84960E-03,4.574738E+00
6.85440E-03,4.604645E+00
6.85920E-03,4.624939E+00
6.86400E-03,4.638824E+00
6.86880E-03,4.650574E+00
6.87360E-03,4.683685E+00
6.87840E-03,4.703979E+00
6.88320E-03,4.732819E+00
6.88800E-03,4.749908E+00
6.89280E-03,4.772339E+00
6.89760E-03,4.787292E+00
6.90240E-03,4.811859E+00
6.90720E-03,4.822540E+00
6.91200E-03,4.836426E+00
6.91680E-03,4.865265E+00
6.92160E-03,4.883423E+00
6.92640E-03,4.907990E+00
6.93120E-03,4.933624E+00
6.93600E-03,4.957123E+00
6.94080E-03,4.979553E+00
6.94560E-03,5.007324E+00
6.95040E-03,5.027618E+00
6.95520E-03,5.048981E+00
6.96000E-03,5.060730E+00
6.96480E-03,5.078888E+00
6.96960E-03,5.099182E+00
6.97440E-03,5.116272E+00
6.97920E-03,5.138702E+00
6.98400E-03,5.152588E+00
6.98880E-03,5.170746E+00
6.99360E-03,5.191040E+00
6.99840E-03,5.208130E+00
7.00320E-03,5.224152E+00
7.00800E-03,5.238037E+00
7.01280E-03,5.241241E+00
7.01760E-03,5.272217E+00
7.02240E-03,5.286102E+00
7.02720E-03,5.304260E+00
7.03200E-03,5.320282E+00
7.03680E-03,5.342712E+00
7.04160E-03,5.359802E+00
7.04640E-03,5.381165E+00
7.05120E-03,5.402527E+00
7.05600E-03,5.420685E+00
7.06080E-03,5.437775E+00
7.06560E-03,5.460205E+00
7.07040E-03,5.473022E+00
7.07520E-03,5.496521E+00
7.08000E-03,5.514679E+00
7.08480E-03,5.534973E+00
7.08960E-03,5.549927E+00
7.09440E-03,5.568085E+00
7.09920E-03,5.594788E+00
7.10400E-03,5.620422E+00
7.10880E-03,5.630035E+00
7.11360E-03,5.652466E+00
7.11840E-03,5.668488E+00
7.12320E-03,5.677032E+00
7.12800E-03,5.700531E+00
7.13280E-03,5.717621E+00
7.13760E-03,5.735779E+00
7.14240E-03,5.750732E+00
7.14720E-03,5.774231E+00
7.15200E-03,5.785980E+00
7.15680E-03,5.802002E+00
7.16160E-03,5.813751E+00
7.16640E-03,5.825500E+00
7.17120E-03,5.841522E+00
7.17600E-03,5.856476E+00
7.18080E-03,5.869293E+00
7.18560E-03,5.883179E+00
7.19040E-03,5.903473E+00
7.19520E-03,5.908813E+00
7.20000E-03,5.921631E+00
7.20480E-03,5.940857E+00
7.20960E-03,5.952606E+00
7.21440E-03,5.967560E+00
7.21920E-03,5.978241E+00
7.22400E-03,5.986786E+00
7.22880E-03,6.000671E+00
7.23360E-03,6.018829E+00
7.23840E-03,6.028442E+00
7.24320E-03,6.040192E+00
7.24800E-03,6.051941E+00
7.25280E-03,6.075439E+00
7.25760E-03,6.090393E+00
7.26240E-03,6.111755E+00
7.26720E-03,6.122437E+00
7.27200E-03,6.127777E+00
7.27680E-03,6.136322E+00
7.28160E-03,6.138458E+00
7.28640E-03,6.157684E+00
7.29120E-03,6.168365E+00
7.29600E-03,6.182251E+00
7.30080E-03,6.183319E+00
7.30560E-03,6.200409E+00
7.31040E-03,6.212158E+00
7.31520E-03,6.220703E+00
7.32000E-03,6.232452E+00
7.32480E-03,6.246338E+00
7.32960E-03,6.248474E+00
7.33440E-03,6.260223E+00
7.33920E-03,6.276245E+00
7.34400E-03,6.286926E+00
7.34880E-03,6.305084E+00
7.35360E-03,6.315765E+00
7.35840E-03,6.330719E+00
7.36320E-03,6.343536E+00
7.36800E-03,6.363831E+00
7.37280E-03,6.372375E+00
7.37760E-03,6.387329E+00
7.38240E-03,6.399078E+00
7.38720E-03,6.406555E+00
7.39200E-03,6.423645E+00
7.39680E-03,6.436462E+00
7.40160E-03,6.450348E+00
7.40640E-03,6.458893E+00
7.41120E-03,6.459961E+00
7.41600E-03,6.467438E+00
7.42080E-03,6.482391E+00
7.42560E-03,6.488800E+00
7.43040E-03,6.508026E+00
7.43520E-03,6.516571E+00
7.44000E-03,6.520844E+00
7.44480E-03,6.530457E+00
7.44960E-03,6.535797E+00
7.45440E-03,6.541138E+00
7.45920E-03,6.540070E+00
7.46400E-03,6.547546E+00
7.46880E-03,6.557159E+00
7.47360E-03,6.560364E+00
7.47840E-03,6.569977E+00
7.48320E-03,6.565704E+00
7.48800E-03,6.566772E+00
7.49280E-03,6.582794E+00
7.49760E-03,6.593475E+00
7.50240E-03,6.593475E+00
7.50720E-03,6.610565E+00
7.51200E-03,6.615906E+00
7.51680E-03,6.626587E+00
7.52160E-03,6.635132E+00
7.52640E-03,6.655426E+00
7.53120E-03,6.652222E+00
7.53600E-03,6.657562E+00
7.54080E-03,6.679993E+00
7.54560E-03,6.686401E+00
7.55040E-03,6.697083E+00
7.55520E-03,6.708832E+00
7.56000E-03,6.715240E+00
7.56480E-03,6.728058E+00
7.56960E-03,6.737671E+00
7.57440E-03,6.746216E+00
7.57920E-03,6.760101E+00
7.58400E-03,6.782532E+00
7.58880E-03,6.784668E+00
7.59360E-03,6.790009E+00
7.59840E-03,6.800690E+00
7.60320E-03,6.814575E+00
7.60800E-03,6.819916E+00
7.61280E-03,6.835938E+00
7.61760E-03,6.846619E+00
7.62240E-03,6.856232E+00
7.62720E-03,6.864777E+00
7.63200E-03,6.877594E+00
7.63680E-03,6.881866E+00
7.64160E-03,6.898956E+00
7.64640E-03,6.906433E+00
7.65120E-03,6.907501E+00
7.65600E-03,6.918182E+00
7.66080E-03,6.923523E+00
7.66560E-03,6.932068E+00
7.67040E-03,6.950226E+00
7.67520E-03,6.957703E+00
7.68000E-03,6.961975E+00
7.68480E-03,6.977997E+00
7.68960E-03,6.991882E+00
7.69440E-03,7.002563E+00
7.69920E-03,7.013245E+00
7.70400E-03,7.028198E+00
7.70880E-03,7.046356E+00
7.71360E-03,7.052765E+00
7.71840E-03,7.059174E+00
7.72320E-03,7.073059E+00
7.72800E-03,7.088013E+00
7.73280E-03,7.104034E+00
7.73760E-03,7.122192E+00
7.74240E-03,7.143555E+00
7.74720E-03,7.149963E+00
7.75200E-03,7.159576E+00
7.75680E-03,7.172394E+00
7.76160E-03,7.180939E+00
7.76640E-03,7.185211E+00
7.77120E-03,7.199097E+00
7.77600E-03,7.214050E+00
7.78080E-03,7.230072E+00
7.78560E-03,7.248230E+00
7.79040E-03,7.257843E+00
7.79520E-03,7.276001E+00
7.80000E-03,7.292023E+00
7.80480E-03,7.297363E+00
7.80960E-03,7.297363E+00
7.81440E-03,7.314453E+00
7.81920E-03,7.327271E+00
7.82400E-03,7.344360E+00
7.82880E-03,7.361450E+00
7.83360E-03,7.371063E+00
7.83840E-03,7.384949E+00
7.84320E-03,7.396698E+00
7.84800E-03,7.412720E+00
7.85280E-03,7.438354E+00
7.85760E-03,7.445831E+00
7.86240E-03,7.469330E+00
7.86720E-03,7.483215E+00
7.87200E-03,7.487488E+00
7.87680E-03,7.510986E+00
7.88160E-03,7.528076E+00
7.88640E-03,7.535553E+00
7.89120E-03,7.554779E+00
7.89600E-03,7.567596E+00
7.90080E-03,7.587891E+00
7.90560E-03,7.603912E+00
7.91040E-03,7.609253E+00
7.91520E-03,7.619934E+00
7.92000E-03,7.635956E+00
7.92480E-03,7.649841E+00
7.92960E-03,7.663727E+00
7.93440E-03,7.686157E+00
7.93920E-03,7.706451E+00
7.94400E-03,7.723541E+00
7.94880E-03,7.738495E+00
7.95360E-03,7.761993E+00
7.95840E-03,7.783356E+00
7.96320E-03,7.794037E+00
7.96800E-03,7.804718E+00
7.97280E-03,7.829285E+00
7.97760E-03,7.835693E+00
7.98240E-03,7.850647E+00
7.98720E-03,7.870941E+00
7.99200E-03,7.880554E+00
7.99680E-03,7.900848E+00
8.00160E-03,7.908325E+00
8.00640E-03,7.925415E+00
8.01120E-03,7.944641E+00
8.01600E-03,7.946777E+00
8.02080E-03,7.961731E+00
8.02560E-03,7.983093E+00
8.03040E-03,8.007660E+00
8.03520E-03,8.018341E+00
8.04000E-03,8.036499E+00
8.04480E-03,8.056793E+00
8.04960E-03,8.069611E+00
8.05440E-03,8.088837E+00
8.05920E-03,8.104858E+00
8.06400E-03,8.115540E+00
8.06880E-03,8.134766E+00
8.07360E-03,8.152924E+00
8.07840E-03,8.171082E+00
8.08320E-03,8.187103E+00
8.08800E-03,8.204193E+00
8.09280E-03,8.228760E+00
8.09760E-03,8.239441E+00
8.10240E-03,8.255463E+00
8.10720E-03,8.278961E+00
8.11200E-03,8.288574E+00
8.11680E-03,8.307800E+00
8.12160E-03,8.328094E+00
8.12640E-03,8.345184E+00
8.13120E-03,8.363342E+00
8.13600E-03,8.379364E+00
8.14080E-03,8.402863E+00
8.14560E-03,8.422089E+00
8.15040E-03,8.442383E+00
8.15520E-03,8.464813E+00
8.16000E-03,8.484039E+00
8.16480E-03,8.502197E+00
8.16960E-03,8.517151E+00
8.17440E-03,8.527832E+00
8.17920E-03,8.550262E+00
8.18400E-03,8.568420E+00
8.18880E-03,8.579102E+00
8.19360E-03,8.605804E+00
8.19840E-03,8.621826E+00
8.20320E-03,8.639984E+00
8.20800E-03,8.658142E+00
8.21280E-03,8.663483E+00
8.21760E-03,8.685913E+00
8.22240E-03,8.698730E+00
8.22720E-03,8.710480E+00
8.23200E-03,8.723297E+00
8.23680E-03,8.741455E+00
8.24160E-03,8.753204E+00
8.24640E-03,8.762817E+00
8.25120E-03,8.789520E+00
8.25600E-03,8.805542E+00
8.26080E-03,8.825836E+00
8.26560E-03,8.839722E+00
8.27040E-03,8.850403E+00
8.27520E-03,8.872833E+00
8.28000E-03,8.893127E+00
8.28480E-03,8.911285E+00
8.28960E-03,8.927307E+00
8.29440E-03,8.946533E+00
8.29920E-03,8.963623E+00
8.30400E-03,8.972168E+00
8.30880E-03,8.988190E+00
8.31360E-03,9.003143E+00
8.31840E-03,9.014893E+00
8.32320E-03,9.029846E+00
8.32800E-03,9.045868E+00
8.33280E-03,9.060822E+00
8.33760E-03,9.073639E+00
8.34240E-03,9.078979E+00
8.34720E-03,9.093933E+00
8.35200E-03,9.109955E+00
8.35680E-03,9.128113E+00
8.36160E-03,9.146271E+00
8.36640E-03,9.155884E+00
8.37120E-03,9.183655E+00
8.37600E-03,9.195404E+00
8.38080E-03,9.207153E+00
8.38560E-03,9.216766E+00
8.39040E-03,9.229584E+00
8.39520E-03,9.243469E+00
8.40000E-03,9.255219E+00
8.40480E-03,9.262695E+00
8.40960E-03,9.274445E+00
8.41440E-03,9.296875E+00
8.41920E-03,9.309692E+00
8.42400E-03,9.317169E+00
8.42880E-03,9.337463E+00
8.43360E-03,9.349213E+00
8.43840E-03,9.362030E+00
8.44320E-03,9.369507E+00
8.44800E-03,9.385529E+00
8.45280E-03,9.391937E+00
8.45760E-03,9.414368E+00
8.46240E-03,9.426117E+00
